text,label,timestamp,username,device,likes,retweets,replies
"We need dark mode support for the mobile app! It’s 2024, why isn't this a thing yet?",Performance Issue,7/01/2024 20:32,@user_9714,Android,218,12,24
The app's battery usage is insane! It drains my phone in just a few hours.,Security Issue,27/01/2024 16:13,@user_8780,Web,86,41,4
Can we get a feature to customize notification sounds? It would be super helpful!,Performance Issue,14/01/2024 12:54,@user_9141,Web,51,32,8
The app's search function is broken. It doesn't return relevant results anymore.,Feature Request,14/01/2024 1:24,@user_7595,Android,263,39,12
The new API documentation is so much better! Really easy to understand.,Feedback,19/01/2024 13:32,@user_1823,Web,46,33,12
The app crashes every time I try to upload a photo. Anyone else having this issue?,Security Issue,5/01/2024 16:42,@user_2103,Android,143,45,5
Why does the API return a 500 error when querying large datasets? Is there a workaround?,Discussion,29/01/2024 6:08,@user_7058,Web,127,48,6
The dark mode contrast is too high. Hurts my eyes at night. Any fixes?,Feature Request,4/01/2024 14:26,@user_9710,iPhone,196,15,6
Can we get a feature to customize notification sounds? It would be super helpful!,Feedback,22/01/2024 14:11,@user_3568,iPhone,82,31,19
The dark mode contrast is too high. Hurts my eyes at night. Any fixes?,Question,22/01/2024 1:40,@user_1453,Android,17,5,3
The new AI recommendations are completely off. They used to be much better!,Feedback,10/01/2024 14:22,@user_3149,Web,136,29,23
"Dark mode is great, but can we get an option to schedule it automatically?",Performance Issue,10/01/2024 4:24,@user_5523,iPhone,109,48,20
🚨 Huge security flaw: Password reset emails contain sensitive user data in plaintext. @Company please fix!,Feedback,30/01/2024 8:33,@user_5186,Android,172,28,8
Multi-device support would be a game-changer. Any plans to implement it?,Bug Report,5/01/2024 9:16,@user_1740,iPhone,87,21,22
Can someone explain how to set up a webhook for real-time notifications?,Feature Request,29/01/2024 19:21,@user_1128,iPhone,130,28,9
The app crashes every time I try to upload a photo. Anyone else having this issue?,Feedback,11/01/2024 22:26,@user_5036,Android,131,46,23
"Hey @TechCorp, will there be an update to fix the keyboard lag issue? It’s driving me crazy!",Bug Report,6/01/2024 0:46,@user_1490,iPhone,161,9,22
The UI feels laggy after the latest update. Animations take forever to load.,Security Issue,10/01/2024 23:44,@user_1275,iPhone,19,43,13
The app crashes on Android 11 when I open settings. Anyone else facing this?,Question,2/01/2024 5:09,@user_8020,Web,260,11,26
The new API documentation is so much better! Really easy to understand.,Feature Request,25/01/2024 10:44,@user_4825,Android,111,41,22
🚨 Huge security flaw: Password reset emails contain sensitive user data in plaintext. @Company please fix!,Discussion,21/01/2024 16:15,@user_8282,iPhone,189,18,28
Why is the AI assistant so slow to respond? It used to be much faster.,Question,11/01/2024 0:05,@user_5073,Web,225,5,25
The latest update broke my notifications. I’m not receiving any alerts at all. Anyone else?,Bug Report,21/01/2024 11:12,@user_5200,Web,35,18,9
"The new dark mode is awesome, but can we get an option to schedule it automatically?",Performance Issue,1/01/2024 7:03,@user_2000,iPhone,100,41,8
Can we get a feature to customize notification sounds? It would be super helpful!,Discussion,15/01/2024 1:02,@user_8009,Web,120,38,5
Does anyone know how to set up a webhook for real-time notifications?,Feedback,18/01/2024 7:49,@user_4049,iPhone,13,32,5
The new API documentation is so much better! Really easy to understand.,Feature Request,26/01/2024 13:32,@user_8265,iPhone,198,10,15
Has anyone tested the latest beta? Is it worth updating?,Security Issue,24/01/2024 13:05,@user_2314,Android,241,23,3
Your new terms of service update is concerning. Can you clarify the data-sharing policies?,Bug Report,23/01/2024 18:09,@user_7937,Web,108,31,5
How do I enable 2FA for my account? I can't find the option in settings.,Feature Request,30/01/2024 13:24,@user_9685,Android,35,16,13
How do I enable 2FA for my account? I can't find the option in settings.,Feedback,10/01/2024 22:01,@user_9386,Web,206,30,16
Does anyone know how to set up a webhook for real-time notifications?,Feature Request,3/01/2024 7:42,@user_3370,Android,138,10,17
The app keeps asking me to log in every time I open it. Super annoying.,Feature Request,12/01/2024 5:32,@user_4872,Android,217,19,20
The app's search function is broken. It doesn't return relevant results anymore.,Bug Report,6/01/2024 17:54,@user_8457,iPhone,112,7,16
Can someone explain how to set up a webhook for real-time notifications?,Feature Request,27/01/2024 0:12,@user_5260,Web,257,43,26
Can someone explain how to set up a webhook for real-time notifications?,Security Issue,22/01/2024 1:44,@user_5394,Android,35,35,7
Can we get a feature to customize notification sounds? It would be super helpful!,Question,22/01/2024 16:54,@user_4891,Android,228,27,22
"Hey @TechCorp, will there be an update to fix the keyboard lag issue? It’s driving me crazy!",Discussion,4/01/2024 21:20,@user_6627,Web,232,28,6
The new voice assistant is way too slow. Takes ages to process commands.,Security Issue,11/01/2024 19:54,@user_2831,iPhone,226,27,5
The dark mode contrast is too high. Hurts my eyes at night. Any fixes?,Bug Report,6/01/2024 12:32,@user_1218,iPhone,23,44,13
"The app now loads twice as fast! Whatever you did, keep it up! 🚀",Security Issue,21/01/2024 12:49,@user_4184,Android,24,36,7
The app's battery usage is insane! It drains my phone in just a few hours.,Question,21/01/2024 4:23,@user_6837,iPhone,264,40,22
The UI feels laggy after the latest update. Animations take forever to load.,Discussion,19/01/2024 21:44,@user_6782,iPhone,19,20,12
"The app now loads twice as fast! Whatever you did, keep it up! 🚀",Feature Request,28/01/2024 6:38,@user_2726,iPhone,42,7,28
Does anyone know how to set up a webhook for real-time notifications?,Discussion,24/01/2024 7:09,@user_7858,Web,217,20,28
How do I enable 2FA for my account? I can't find the option in settings.,Security Issue,18/01/2024 23:48,@user_2243,Android,170,48,23
Why was the live chat feature removed? That was the best part of the app!,Bug Report,11/01/2024 10:58,@user_5050,iPhone,239,36,6
How do I enable end-to-end encryption for my messages?,Feedback,25/01/2024 14:30,@user_3896,Web,39,46,22
The app just freezes when I open large files. Happens on both desktop and mobile. Please fix!,Bug Report,4/01/2024 2:22,@user_3347,Web,277,8,12
The UI feels laggy after the latest update. Animations take forever to load.,Performance Issue,6/01/2024 5:35,@user_5101,Web,56,8,3
The app crashes on Android 11 when I open settings. Anyone else facing this?,Feature Request,17/01/2024 5:45,@user_1044,Android,15,34,26
The app just freezes when I open large files. Happens on both desktop and mobile. Please fix!,Feedback,8/01/2024 12:12,@user_2328,Web,288,49,11
The new AI recommendations are completely off. They used to be much better!,Question,24/01/2024 0:36,@user_8723,iPhone,31,13,11
The new voice assistant is way too slow. Takes ages to process commands.,Performance Issue,21/01/2024 21:25,@user_1242,Web,123,50,5
Can someone explain how to use OAuth for third-party API integrations?,Discussion,7/01/2024 21:30,@user_3525,Android,151,30,24
Why is the AI assistant so slow to respond? It used to be much faster.,Question,22/01/2024 12:06,@user_8891,Android,115,37,13
The search function is broken. It doesn’t return relevant results anymore.,Feature Request,1/01/2024 16:26,@user_6848,Android,35,18,21
The new API documentation is so much better! Really easy to understand.,Question,23/01/2024 12:17,@user_3520,iPhone,117,40,28
My messages aren’t syncing across devices. Really frustrating. Any fixes?,Discussion,27/01/2024 17:15,@user_2723,Web,141,35,18
🚨 Huge security flaw: Password reset emails contain sensitive user data in plaintext. @Company please fix!,Feedback,13/01/2024 18:34,@user_3892,Android,76,40,11
The app just freezes when I open large files. Happens on both desktop and mobile. Please fix!,Question,9/01/2024 5:30,@user_7885,Android,23,42,22
My messages aren’t syncing across devices. Really frustrating. Any fixes?,Performance Issue,1/01/2024 13:50,@user_3603,Web,43,24,7
Can someone explain how to use OAuth for third-party API integrations?,Feature Request,6/01/2024 3:49,@user_6948,Web,288,46,17
Why was the live chat feature removed? That was the best part of the app!,Discussion,23/01/2024 8:21,@user_7507,iPhone,97,10,22
The app's battery usage is insane! It drains my phone in just a few hours.,Question,16/01/2024 4:35,@user_5892,Android,239,22,5
Loading time increased significantly after the last update. Feels super sluggish now 😕,Discussion,19/01/2024 3:55,@user_9679,Android,93,26,23
Multi-device support would be a game-changer. Any plans to implement it?,Performance Issue,19/01/2024 12:57,@user_2211,Android,79,26,19
🚨 Security vulnerability found: Anyone can access user profiles without authentication. @Company please fix this ASAP!,Feedback,15/01/2024 11:26,@user_1348,iPhone,282,6,15
Has anyone tested the latest beta? Is it worth updating?,Performance Issue,3/01/2024 21:36,@user_5626,iPhone,24,46,18
"The app now loads twice as fast! Whatever you did, keep it up! 🚀",Question,30/01/2024 12:04,@user_6508,Android,161,38,20
The new AI recommendations are completely off. They used to be much better!,Feature Request,25/01/2024 23:26,@user_7711,Web,291,20,16
Why does the battery drain so fast after the new patch? My phone barely lasts half a day!,Feature Request,11/01/2024 0:09,@user_5319,iPhone,249,26,15
Keyboard shortcuts for power users would be amazing! Any plans?,Performance Issue,8/01/2024 23:23,@user_9536,Android,230,27,13
Keyboard shortcuts for power users would be amazing! Any plans?,Discussion,20/01/2024 4:17,@user_3318,Web,106,21,8
The new API documentation is so much better! Really easy to understand.,Feedback,12/01/2024 5:43,@user_5612,Web,38,48,28
Multi-device support would be a game-changer. Any plans to implement it?,Bug Report,5/01/2024 11:06,@user_4684,iPhone,132,44,22
How do I enable end-to-end encryption for my messages?,Feature Request,26/01/2024 12:35,@user_6754,iPhone,124,20,27
🚨 Huge security flaw: Password reset emails contain sensitive user data in plaintext. @Company please fix!,Question,16/01/2024 11:24,@user_1295,iPhone,179,30,16
Great update! The new UI is much smoother. Well done team! 🎉,Performance Issue,9/01/2024 5:22,@user_6640,iPhone,284,26,20
Why does the app log me out randomly? It's really annoying.,Performance Issue,9/01/2024 19:23,@user_4069,Web,146,46,26
Keyboard shortcuts for power users would be amazing! Any plans?,Question,24/01/2024 18:35,@user_6699,iPhone,70,16,3
How do I enable end-to-end encryption for my messages?,Feature Request,15/01/2024 23:44,@user_9517,Web,134,20,12
The app crashes on Android 11 when I open settings. Anyone else facing this?,Feature Request,30/01/2024 18:15,@user_8594,iPhone,64,6,18
Why does the API return a 500 error when querying large datasets? Is there a workaround?,Question,16/01/2024 18:24,@user_5646,iPhone,196,39,23
The app's battery usage is insane! It drains my phone in just a few hours.,Feature Request,22/01/2024 16:40,@user_7300,Android,13,37,28
My messages aren’t syncing across devices. Really frustrating. Any fixes?,Bug Report,13/01/2024 2:03,@user_4495,Web,234,14,23
The app just freezes when I open large files. Happens on both desktop and mobile. Please fix!,Feedback,11/01/2024 5:35,@user_8042,Web,233,8,24
Can someone explain how to use OAuth for third-party API integrations?,Question,4/01/2024 17:47,@user_7766,Android,198,42,6
The app's battery usage is insane! It drains my phone in just a few hours.,Performance Issue,25/01/2024 16:32,@user_4146,Web,281,20,30
"The new dark mode is awesome, but can we get an option to schedule it automatically?",Feature Request,24/01/2024 19:33,@user_7408,Web,161,49,27
The new update is fantastic! The app runs so much smoother now. Great job!,Performance Issue,16/01/2024 12:19,@user_1665,Android,163,7,6
Can we get an option to auto-delete old messages after 30 days?,Question,29/01/2024 18:37,@user_2452,Web,18,14,18
The new AI recommendations are completely off. They used to be much better!,Performance Issue,26/01/2024 6:24,@user_8074,Android,198,28,15
The new voice assistant is way too slow. Takes ages to process commands.,Discussion,18/01/2024 8:53,@user_4040,iPhone,49,27,19
The app's search function is broken. It doesn't return relevant results anymore.,Question,15/01/2024 7:23,@user_4864,Android,120,37,30
The new AI-powered search is amazing! Results are so much more relevant now! 🔥🔥,Discussion,11/01/2024 23:47,@user_5182,Android,85,45,9
🚨 Security vulnerability found: Anyone can access user profiles without authentication. @Company please fix this ASAP!,Question,18/01/2024 15:22,@user_7763,Android,46,46,22
The last update completely broke Bluetooth connectivity. Devices keep disconnecting randomly!,Security Issue,1/01/2024 14:15,@user_7888,Android,149,28,4
The search function is broken. It doesn’t return relevant results anymore.,Performance Issue,8/01/2024 4:59,@user_4085,Android,86,23,23
"We need dark mode support for the mobile app! It’s 2024, why isn't this a thing yet?",Feedback,21/01/2024 12:00,@user_8843,Android,89,47,12
Can someone explain how to use OAuth for third-party API integrations?,Bug Report,14/01/2024 18:33,@user_7254,Web,201,25,22
The new AI recommendations are completely off. They used to be much better!,Discussion,11/01/2024 14:02,@user_3857,Web,52,32,28
Keyboard shortcuts for power users would be amazing! Any plans?,Bug Report,13/01/2024 0:11,@user_6979,iPhone,58,19,28
My messages aren’t syncing across devices. Really frustrating. Any fixes?,Feedback,23/01/2024 16:03,@user_3609,iPhone,185,41,7
Can someone explain how to set up a webhook for real-time notifications?,Bug Report,30/01/2024 22:28,@user_4212,Web,24,27,14
Why is the AI assistant so slow to respond? It used to be much faster.,Discussion,3/01/2024 0:52,@user_6971,Web,231,47,15
The new AI recommendations are completely off. They used to be much better!,Security Issue,24/01/2024 1:15,@user_7956,Web,189,48,26
Does anyone know how to set up a webhook for real-time notifications?,Feature Request,30/01/2024 23:50,@user_6306,Android,65,33,20
The app keeps asking me to log in every time I open it. Super annoying.,Feedback,24/01/2024 6:24,@user_3671,Android,11,32,16
Why does the battery drain so fast after the new patch? My phone barely lasts half a day!,Discussion,22/01/2024 10:29,@user_6110,Android,230,8,30
The new API documentation is so much better! Really easy to understand.,Discussion,26/01/2024 18:48,@user_2162,iPhone,34,27,5
Is there a way to export my chat history? I need to keep a record of my conversations.,Feedback,12/01/2024 2:40,@user_2924,iPhone,92,15,30
Why does the app log me out randomly? It's really annoying.,Question,7/01/2024 12:46,@user_4873,Android,117,24,3
"The new dark mode is awesome, but can we get an option to schedule it automatically?",Discussion,20/01/2024 7:41,@user_3233,Android,205,43,26
"Hey @TechCorp, will there be an update to fix the keyboard lag issue? It’s driving me crazy!",Bug Report,22/01/2024 18:42,@user_6717,Android,224,26,11
🚨 Huge security flaw: Password reset emails contain sensitive user data in plaintext. @Company please fix!,Discussion,13/01/2024 16:50,@user_6804,Android,16,24,14
Can someone explain how to set up a webhook for real-time notifications?,Feature Request,30/01/2024 2:11,@user_5790,Android,288,11,29
The app's battery usage is insane! It drains my phone in just a few hours.,Feature Request,3/01/2024 17:35,@user_9113,Android,69,39,3
The new AI recommendations are completely off. They used to be much better!,Security Issue,27/01/2024 22:19,@user_6586,Android,246,8,3
Keyboard shortcuts for power users would be amazing! Any plans?,Performance Issue,23/01/2024 15:47,@user_7083,Web,208,48,6
Multi-account login would be a game-changer. Any plans to add this?,Question,17/01/2024 1:41,@user_8625,Web,83,20,22
How do I enable end-to-end encryption for my messages?,Bug Report,20/01/2024 6:02,@user_5287,iPhone,238,18,30
Why does the battery drain so fast after the new patch? My phone barely lasts half a day!,Discussion,29/01/2024 22:35,@user_2047,Android,182,50,9
Why does the app log me out randomly? It's really annoying.,Performance Issue,22/01/2024 7:50,@user_1249,Android,290,28,24
Can someone explain how to set up a webhook for real-time notifications?,Bug Report,2/01/2024 0:57,@user_4790,iPhone,228,7,9
Why is the app using so much battery? It’s draining 10% in just 15 minutes!,Feedback,29/01/2024 13:42,@user_9520,Web,37,5,29
The app crashes on Android 11 when I open settings. Anyone else facing this?,Discussion,24/01/2024 18:42,@user_7434,Android,201,43,18
Can someone explain how to set up a webhook for real-time notifications?,Security Issue,16/01/2024 2:52,@user_5289,Android,27,41,10
Keyboard shortcuts for power users would be amazing! Any plans?,Question,26/01/2024 20:38,@user_3141,Android,180,11,8
Your new terms of service update is concerning. Can you clarify the data-sharing policies?,Feature Request,30/01/2024 4:49,@user_2745,Web,169,22,12
Great update! The new UI is much smoother. Well done team! 🎉,Security Issue,10/01/2024 17:22,@user_1413,iPhone,96,16,13
Why does the API return a 500 error when querying large datasets? Is there a workaround?,Performance Issue,23/01/2024 11:53,@user_9908,Web,295,28,3
The last update completely broke Bluetooth connectivity. Devices keep disconnecting randomly!,Security Issue,22/01/2024 5:47,@user_5163,Web,100,9,4
Great update! The new UI is much smoother. Well done team! 🎉,Performance Issue,29/01/2024 16:18,@user_9496,iPhone,73,41,18
The app just freezes when I open large files. Happens on both desktop and mobile. Please fix!,Feedback,18/01/2024 15:29,@user_2004,Web,159,35,25
Can we get an option to auto-delete old messages after 30 days?,Discussion,4/01/2024 16:26,@user_6743,Web,122,12,20
The app's search function is broken. It doesn't return relevant results anymore.,Feature Request,8/01/2024 17:38,@user_1079,Web,138,20,15
The new API documentation is so much better! Really easy to understand.,Feedback,14/01/2024 12:27,@user_9005,Android,29,14,6
The latest update broke my notifications. I’m not receiving any alerts at all. Anyone else?,Performance Issue,15/01/2024 1:58,@user_1507,Android,147,16,8
Can someone explain the difference between WebSockets and long polling?,Security Issue,24/01/2024 21:57,@user_8322,Android,42,21,26
Why is the AI assistant so slow to respond? It used to be much faster.,Discussion,1/01/2024 7:40,@user_5087,iPhone,130,48,25
Why does the battery drain so fast after the new patch? My phone barely lasts half a day!,Feedback,16/01/2024 6:22,@user_2663,Web,199,48,7
The new AI recommendations are completely off. They used to be much better!,Security Issue,4/01/2024 11:33,@user_3880,iPhone,158,39,6
Is there a way to export my chat history? I need to keep a record of my conversations.,Security Issue,7/01/2024 12:25,@user_6557,Android,193,48,16
Is there a way to export my chat history? I need to keep a record of my conversations.,Security Issue,6/01/2024 15:33,@user_7179,iPhone,28,13,7
"The new dark mode is awesome, but can we get an option to schedule it automatically?",Feature Request,20/01/2024 23:14,@user_4429,iPhone,49,36,12
Does anyone know how to set up a webhook for real-time notifications?,Performance Issue,20/01/2024 8:25,@user_2682,Android,300,8,23
Why was the live chat feature removed? That was the best part of the app!,Bug Report,21/01/2024 19:53,@user_5604,Web,171,48,21
The app keeps asking me to log in every time I open it. Super annoying.,Bug Report,27/01/2024 0:09,@user_1830,iPhone,54,26,10
Can someone explain how to use OAuth for third-party API integrations?,Security Issue,16/01/2024 20:40,@user_3674,iPhone,66,35,21
How do I enable end-to-end encryption for my messages?,Feedback,15/01/2024 13:13,@user_4017,iPhone,196,6,20
Great update! The new UI is much smoother. Well done team! 🎉,Performance Issue,18/01/2024 2:18,@user_2654,Android,252,22,13
Can we get a feature to customize notification sounds? It would be super helpful!,Feature Request,23/01/2024 10:38,@user_7275,Android,196,14,4
"We need dark mode support for the mobile app! It’s 2024, why isn't this a thing yet?",Question,12/01/2024 7:52,@user_6623,Android,40,31,26
Can we get a feature to customize notification sounds? It would be super helpful!,Feedback,25/01/2024 13:01,@user_3816,Android,205,25,17
Great update! The new UI is much smoother. Well done team! 🎉,Question,1/01/2024 17:14,@user_6571,Android,161,22,10
The app just freezes when I open large files. Happens on both desktop and mobile. Please fix!,Performance Issue,11/01/2024 7:32,@user_9181,Web,258,25,6
Multi-device support would be a game-changer. Any plans to implement it?,Feedback,25/01/2024 3:41,@user_6553,Web,273,38,16
The dark mode contrast is too high. Hurts my eyes at night. Any fixes?,Bug Report,20/01/2024 3:25,@user_6940,Android,151,12,9
Loading time increased significantly after the last update. Feels super sluggish now 😕,Security Issue,3/01/2024 14:06,@user_7954,iPhone,139,44,6
The new AI-powered search is amazing! Results are so much more relevant now! 🔥🔥,Security Issue,27/01/2024 11:56,@user_3099,iPhone,31,11,26
"Hey @TechCorp, will there be an update to fix the keyboard lag issue? It’s driving me crazy!",Performance Issue,8/01/2024 8:19,@user_3716,iPhone,182,42,8
The app crashes on Android 11 when I open settings. Anyone else facing this?,Security Issue,22/01/2024 0:31,@user_4655,Web,58,41,30
Can someone explain the difference between WebSockets and long polling?,Bug Report,15/01/2024 9:59,@user_8886,Android,20,19,25
The new voice assistant is way too slow. Takes ages to process commands.,Feedback,30/01/2024 19:19,@user_7151,iPhone,209,26,26
My messages aren’t syncing across devices. Really frustrating. Any fixes?,Feedback,27/01/2024 3:04,@user_7718,Web,281,46,11
🚨 Security vulnerability found: Anyone can access user profiles without authentication. @Company please fix this ASAP!,Security Issue,20/01/2024 17:09,@user_8911,iPhone,179,32,21
The app's search function is broken. It doesn't return relevant results anymore.,Performance Issue,29/01/2024 6:02,@user_4714,Web,259,12,30
Can someone explain how to set up a webhook for real-time notifications?,Performance Issue,3/01/2024 9:00,@user_8355,Android,278,6,8
Why does the API return a 500 error when querying large datasets? Is there a workaround?,Feature Request,26/01/2024 1:43,@user_9182,Web,132,23,16
Multi-account login would be a game-changer. Any plans to add this?,Performance Issue,12/01/2024 7:15,@user_9005,Web,54,5,25
How do I enable end-to-end encryption for my messages?,Feedback,28/01/2024 15:27,@user_4076,Web,81,27,18
Can we get a feature to customize notification sounds? It would be super helpful!,Security Issue,29/01/2024 14:53,@user_2396,Web,228,43,16
Loading time increased significantly after the last update. Feels super sluggish now 😕,Performance Issue,19/01/2024 7:40,@user_9573,Web,217,33,21
The latest security update blocks third-party integrations. Not cool. Please reconsider!,Security Issue,28/01/2024 21:26,@user_7756,iPhone,191,30,24
Multi-account login would be a game-changer. Any plans to add this?,Bug Report,11/01/2024 23:00,@user_4863,Web,279,27,15
Why was the live chat feature removed? That was the best part of the app!,Question,3/01/2024 23:17,@user_8318,iPhone,85,39,22
Multi-account login would be a game-changer. Any plans to add this?,Security Issue,29/01/2024 10:32,@user_5488,Android,254,12,13
The app's search function is broken. It doesn't return relevant results anymore.,Bug Report,8/01/2024 7:44,@user_2533,Android,241,20,24
How do I enable end-to-end encryption for my messages?,Performance Issue,27/01/2024 8:24,@user_7468,iPhone,23,26,6
Can we get an option to auto-delete old messages after 30 days?,Bug Report,4/01/2024 20:12,@user_7580,iPhone,155,13,4
"Hey @TechCorp, will there be an update to fix the keyboard lag issue? It’s driving me crazy!",Feedback,18/01/2024 3:27,@user_9304,iPhone,111,18,8
Multi-device support would be a game-changer. Any plans to implement it?,Bug Report,24/01/2024 3:05,@user_4158,Web,198,23,18
The new voice assistant is way too slow. Takes ages to process commands.,Bug Report,12/01/2024 2:03,@user_3412,Web,157,19,11
How do I enable end-to-end encryption for my messages?,Question,15/01/2024 8:05,@user_6797,iPhone,129,29,16
The app just freezes when I open large files. Happens on both desktop and mobile. Please fix!,Feedback,1/01/2024 2:28,@user_1860,Web,176,48,9
"Dark mode is great, but can we get an option to schedule it automatically?",Security Issue,15/01/2024 2:59,@user_4134,Android,233,11,21
Multi-device support would be a game-changer. Any plans to implement it?,Feature Request,19/01/2024 5:17,@user_5454,Android,66,41,11
The app crashes on Android 11 when I open settings. Anyone else facing this?,Discussion,4/01/2024 0:15,@user_4310,Android,215,34,17
The app's search function is broken. It doesn't return relevant results anymore.,Security Issue,16/01/2024 4:04,@user_4680,Web,234,26,18
Why does the API return a 500 error when querying large datasets? Is there a workaround?,Security Issue,14/01/2024 0:25,@user_3833,Web,237,44,8
The latest update broke my notifications. I’m not receiving any alerts at all. Anyone else?,Question,25/01/2024 14:16,@user_5928,Web,197,48,10
"We need dark mode support for the mobile app! It’s 2024, why isn't this a thing yet?",Feedback,11/01/2024 10:10,@user_4775,Android,41,29,22
Does anyone know how to set up a webhook for real-time notifications?,Question,6/01/2024 19:49,@user_1546,Web,186,17,23
The new AI recommendations are completely off. They used to be much better!,Question,6/01/2024 9:24,@user_8476,Android,119,12,6
Is there a way to export my chat history? I need to keep a record of my conversations.,Performance Issue,24/01/2024 7:55,@user_6906,Android,198,32,29
"The app now loads twice as fast! Whatever you did, keep it up! 🚀",Discussion,10/01/2024 5:20,@user_9710,iPhone,241,41,19
🚨 Security vulnerability found: Anyone can access user profiles without authentication. @Company please fix this ASAP!,Question,17/01/2024 3:43,@user_7507,Android,28,36,14
The app crashes every time I try to upload a photo. Anyone else having this issue?,Discussion,5/01/2024 22:56,@user_5334,iPhone,23,42,28
Why does the app log me out randomly? It's really annoying.,Question,11/01/2024 10:26,@user_9771,Android,21,42,11
My messages aren’t syncing across devices. Really frustrating. Any fixes?,Security Issue,12/01/2024 21:08,@user_5143,Android,251,39,11
Can we get a feature to customize notification sounds? It would be super helpful!,Security Issue,17/01/2024 10:02,@user_9185,iPhone,69,32,21
"Hey @TechCorp, will there be an update to fix the keyboard lag issue? It’s driving me crazy!",Feedback,4/01/2024 14:37,@user_1356,Android,294,34,9
The last update completely broke Bluetooth connectivity. Devices keep disconnecting randomly!,Bug Report,25/01/2024 3:32,@user_3985,iPhone,84,45,24
The new AI recommendations are completely off. They used to be much better!,Question,26/01/2024 21:41,@user_6472,iPhone,31,37,14
Multi-account login would be a game-changer. Any plans to add this?,Security Issue,16/01/2024 4:48,@user_3776,Android,30,38,4
The latest update broke my notifications. I’m not receiving any alerts at all. Anyone else?,Bug Report,10/01/2024 4:00,@user_4197,Android,121,30,30
The dark mode contrast is too high. Hurts my eyes at night. Any fixes?,Question,21/01/2024 5:39,@user_2276,Android,17,24,3
Can we get a feature to customize notification sounds? It would be super helpful!,Feedback,25/01/2024 16:08,@user_1322,Web,217,18,15
Keyboard shortcuts for power users would be amazing! Any plans?,Performance Issue,15/01/2024 22:58,@user_2664,iPhone,126,49,5
"Hey @TechCorp, will there be an update to fix the keyboard lag issue? It’s driving me crazy!",Security Issue,1/01/2024 4:43,@user_2455,Android,165,37,7
Can someone explain the difference between WebSockets and long polling?,Feedback,7/01/2024 22:55,@user_8195,Android,143,12,17
"We need dark mode support for the mobile app! It’s 2024, why isn't this a thing yet?",Bug Report,25/01/2024 23:42,@user_8237,iPhone,18,37,8
"Hey @TechCorp, will there be an update to fix the keyboard lag issue? It’s driving me crazy!",Bug Report,24/01/2024 23:00,@user_1800,iPhone,228,22,8
"We need dark mode support for the mobile app! It’s 2024, why isn't this a thing yet?",Security Issue,25/01/2024 19:14,@user_8281,Android,119,33,28
🚨 Huge security flaw: Password reset emails contain sensitive user data in plaintext. @Company please fix!,Performance Issue,11/01/2024 6:49,@user_3922,iPhone,55,49,22
🚨 Security vulnerability found: Anyone can access user profiles without authentication. @Company please fix this ASAP!,Question,10/01/2024 17:10,@user_5501,iPhone,36,16,23
The app's battery usage is insane! It drains my phone in just a few hours.,Question,6/01/2024 22:37,@user_5756,Android,191,22,28
How do I enable 2FA for my account? I can't find the option in settings.,Bug Report,2/01/2024 6:52,@user_1557,Android,287,39,3
Why does the battery drain so fast after the new patch? My phone barely lasts half a day!,Question,27/01/2024 7:13,@user_1575,Android,22,33,3
"Dark mode is great, but can we get an option to schedule it automatically?",Feedback,23/01/2024 4:13,@user_5629,Web,117,31,9
Multi-device support would be a game-changer. Any plans to implement it?,Performance Issue,22/01/2024 6:26,@user_5990,Android,95,11,27
"The app now loads twice as fast! Whatever you did, keep it up! 🚀",Feature Request,13/01/2024 2:17,@user_2554,Web,65,27,12
The app keeps asking me to log in every time I open it. Super annoying.,Feedback,15/01/2024 1:23,@user_1851,iPhone,260,5,3
"The new dark mode is awesome, but can we get an option to schedule it automatically?",Discussion,13/01/2024 12:28,@user_1399,iPhone,208,9,7
The search function is broken. It doesn’t return relevant results anymore.,Performance Issue,27/01/2024 14:53,@user_6505,iPhone,161,47,20
The dark mode contrast is too high. Hurts my eyes at night. Any fixes?,Performance Issue,7/01/2024 21:19,@user_4821,Android,194,35,19
I love the new offline mode! Works flawlessly even with large files. 🔥,Feedback,18/01/2024 4:50,@user_7495,Android,50,40,16
The search function is broken. It doesn’t return relevant results anymore.,Performance Issue,17/01/2024 20:32,@user_2150,Web,239,32,7
Great update! The new UI is much smoother. Well done team! 🎉,Bug Report,26/01/2024 0:36,@user_3849,Web,246,7,18
The app keeps asking me to log in every time I open it. Super annoying.,Feedback,27/01/2024 2:31,@user_5755,Android,220,5,20
My messages aren’t syncing across devices. Really frustrating. Any fixes?,Security Issue,25/01/2024 8:54,@user_2720,Web,286,10,19
The dark mode contrast is too high. Hurts my eyes at night. Any fixes?,Bug Report,12/01/2024 0:39,@user_2347,iPhone,298,26,5
"We need dark mode support for the mobile app! It’s 2024, why isn't this a thing yet?",Feature Request,25/01/2024 0:54,@user_7160,Android,98,11,16
The dark mode contrast is too high. Hurts my eyes at night. Any fixes?,Feature Request,25/01/2024 20:41,@user_2662,iPhone,76,9,27
The new AI-powered search is amazing! Results are so much more relevant now! 🔥🔥,Question,29/01/2024 10:19,@user_9048,Web,226,34,22
Is there a way to export my chat history? I need to keep a record of my conversations.,Bug Report,18/01/2024 23:02,@user_5534,iPhone,256,10,17
Why is the AI assistant so slow to respond? It used to be much faster.,Discussion,1/01/2024 23:44,@user_5892,Android,118,7,6
